Filename,Segment,Analytic,Clout,Authentic,Tone,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20181231 New year's eve dhamma talk.docx,1,24.88,82.21,63.43,84.16,59.27,19.07,10.96,3.51,1.95,3.09,1.00,1.40,8.07,6.27,11.46,9.90,8.02,9.13,2.06,19.05,4.22,2.16,2.71,1.37,2.37,6.62,4.96,1.66,0.47,0.26,0.22,14.12,0.50,0.26,0.54,0.88,14.75,3.13,1.92,1.68,3.27,1.92,4.36,2.96,0.57,2.01,0.31,1.40,0.74,0.45,0.00,0.16,7.90,3.54,1.02,2.18,1.16,0.61,4.30,12.76,1.40,14.75,1.85,7.14,6.05,1.11,0.81,0.35,0.43,0.57,0.07,1.05,0.02,0.17,0.24,0.45,0.17,3.61,0.03,0.00,0.00,0.00,0.00,0.00,0.28,0.00,3.28,0.00,0.02
20190201 How to be happy in solitude.docx,1,22.27,90.30,46.79,67.68,60.92,20.58,12.89,3.07,1.25,4.87,1.55,2.14,7.62,5.80,12.17,10.37,7.63,8.70,2.32,19.94,4.50,2.02,3.17,1.40,2.47,6.80,4.49,2.27,0.30,0.37,0.53,16.58,0.53,0.53,0.36,1.67,14.61,3.31,1.87,1.75,3.43,1.70,4.31,2.55,0.89,1.08,0.40,2.63,0.69,0.99,0.02,0.24,7.46,3.04,1.14,2.01,1.42,0.55,4.82,13.37,1.07,13.12,1.95,5.95,5.41,1.18,0.28,0.36,0.31,1.56,0.33,0.89,0.00,0.17,0.25,0.24,0.24,22.87,3.15,12.56,0.06,0.00,1.08,0.24,0.09,1.97,3.67,0.02,0.04
20190222 Freedom.docx,1,22.57,78.41,44.54,66.91,60.91,18.99,11.07,3.18,1.20,3.73,1.62,1.33,7.79,6.25,12.03,10.65,9.01,8.92,2.21,19.96,4.37,1.95,3.44,1.13,2.50,5.92,4.03,1.85,0.67,0.12,0.22,12.36,0.35,0.07,0.25,1.81,13.60,2.78,1.51,2.14,3.21,1.31,4.04,2.62,1.14,0.87,0.41,1.60,0.62,0.66,0.01,0.29,7.04,1.90,1.37,2.28,1.65,0.67,5.12,12.51,1.36,13.94,2.05,7.02,4.99,1.12,0.95,0.25,0.62,1.25,0.08,1.18,0.00,0.20,0.30,0.41,0.28,3.66,0.01,0.00,0.00,0.00,0.00,0.00,0.06,0.00,3.59,0.00,0.00
20190301 Acceptance and rejection.docx,1,26.36,84.48,42.72,24.86,61.58,20.57,11.50,2.60,1.41,3.57,2.55,1.37,9.06,6.31,12.70,10.53,6.88,8.35,2.48,19.54,4.01,2.07,3.47,0.96,2.23,6.25,3.05,3.11,0.36,0.98,0.80,14.45,0.67,0.27,0.27,3.00,14.17,3.59,1.97,1.23,2.88,1.43,4.18,2.62,0.97,0.91,0.51,1.77,0.68,0.73,0.01,0.24,7.46,2.04,1.16,3.12,0.98,0.71,6.28,11.67,0.83,13.31,2.24,6.75,4.49,1.28,0.43,0.46,0.21,0.56,0.40,0.87,0.03,0.10,0.27,0.30,0.16,3.87,0.07,0.00,0.00,0.00,0.00,0.00,0.13,0.00,3.67,0.00,0.00
20190322 Finding positivity in people.docx,1,23.55,81.06,53.29,35.53,61.66,20.12,11.14,3.05,2.06,2.70,1.19,2.12,8.97,6.51,11.72,10.26,7.85,8.84,2.20,19.65,3.83,2.21,3.47,1.15,2.41,5.34,2.93,2.38,0.47,0.72,0.43,14.50,0.18,0.28,0.24,1.25,14.55,2.90,1.59,1.53,4.25,1.29,5.17,3.30,1.15,1.45,0.68,1.39,0.46,0.67,0.12,0.11,7.72,2.97,0.86,2.10,1.30,0.85,5.31,12.52,1.08,13.10,2.16,6.87,4.06,1.37,0.62,0.20,0.49,1.00,0.37,0.96,0.03,0.13,0.49,0.22,0.13,3.44,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,3.26,0.00,0.04
20190329 How to lessen the stress.docx,1,26.35,76.24,37.56,54.89,60.44,18.39,10.81,3.12,0.99,3.08,2.49,1.13,7.53,6.22,12.06,9.63,8.58,9.32,2.18,19.02,4.05,1.61,3.16,1.21,2.73,7.04,4.28,2.73,1.17,0.62,0.32,12.47,0.10,0.13,0.89,1.91,14.36,2.71,2.54,1.55,3.38,1.59,4.05,2.95,1.11,1.10,0.63,1.78,0.54,1.04,0.00,0.13,6.42,1.47,1.26,2.07,1.60,0.43,4.78,12.60,1.12,13.26,2.09,6.33,4.99,1.70,1.11,0.53,0.31,1.01,0.19,1.01,0.06,0.17,0.32,0.23,0.21,3.23,0.03,0.03,0.00,0.00,0.00,0.00,0.17,0.00,3.00,0.00,0.01
20190412 Transcending negativity of our world.docx,1,21.60,77.70,60.56,51.03,60.63,19.49,10.75,3.26,1.38,4.11,1.24,0.76,8.69,6.79,10.87,10.34,8.67,8.39,2.73,20.57,4.27,2.10,3.47,1.59,1.88,5.24,3.28,1.93,0.13,0.44,0.39,11.46,0.36,0.09,0.20,1.48,12.62,2.74,1.74,1.34,2.98,1.81,3.30,3.70,2.23,0.90,0.43,1.81,0.51,1.07,0.00,0.23,7.48,2.05,1.19,1.88,1.97,0.90,5.65,13.29,1.24,15.90,2.80,7.28,6.13,1.46,0.59,0.18,0.44,0.59,0.36,1.21,0.05,0.11,0.37,0.47,0.18,4.16,0.04,0.00,0.00,0.00,0.00,0.00,0.23,0.00,3.90,0.00,0.00
20190503 Discovering and folloing meaning in your life.docx,1,17.56,81.38,59.02,63.27,60.61,20.61,11.31,2.96,1.86,3.90,1.57,1.02,9.27,6.11,10.44,10.81,8.44,8.26,2.43,21.14,4.05,1.65,3.97,1.27,2.08,5.22,3.57,1.59,0.17,0.29,0.58,13.05,0.11,0.07,0.65,1.18,15.73,4.50,2.14,1.39,3.41,1.30,4.38,2.60,1.04,0.97,0.50,1.94,0.25,1.39,0.00,0.27,7.42,2.43,0.92,2.06,1.77,0.54,5.19,14.02,1.21,13.49,2.04,5.91,5.62,2.14,0.69,0.15,0.31,1.01,0.29,1.04,0.12,0.24,0.31,0.29,0.07,3.97,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,3.85,0.00,0.05
20190517 Lets' talk about old age.docx,1,12.22,86.52,49.62,60.81,60.68,20.85,12.81,3.59,0.74,4.87,1.78,1.82,7.98,5.16,10.67,11.04,9.44,9.33,2.42,20.47,4.53,2.43,3.14,1.06,2.62,5.39,3.60,1.75,0.38,0.19,0.21,15.30,1.29,0.23,1.08,1.93,14.76,3.53,2.20,1.39,3.42,1.69,3.84,1.43,0.33,0.79,0.22,1.99,0.40,1.13,0.06,0.29,7.50,1.98,0.91,2.28,2.09,0.64,4.61,14.33,1.12,13.16,1.89,4.86,6.51,2.01,0.92,0.33,0.44,0.87,0.35,1.05,0.02,0.15,0.27,0.38,0.23,4.53,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,4.43,0.00,0.00
20190705 Finding stillness.docx,1,20.88,74.09,68.68,79.60,60.36,19.29,11.41,3.91,1.08,4.15,0.92,1.36,7.83,5.46,11.86,9.61,9.45,8.68,2.59,19.47,3.74,1.79,3.08,1.15,2.14,5.53,4.23,1.27,0.36,0.22,0.14,11.85,0.03,0.14,0.10,1.05,14.12,3.45,1.92,1.64,3.14,1.64,4.08,3.18,0.99,1.40,0.46,1.68,0.55,0.70,0.00,0.38,5.98,1.65,0.78,1.95,1.51,0.56,4.40,13.70,0.99,15.06,2.69,7.17,5.29,1.09,0.80,0.32,0.25,0.94,0.04,0.97,0.04,0.00,0.31,0.38,0.22,3.68,0.04,0.00,0.00,0.00,0.00,0.00,0.08,0.00,3.54,0.00,0.01
20190712 Just do it.docx,1,17.62,69.50,65.50,73.88,62.04,20.07,11.70,4.57,0.86,3.80,1.31,1.15,8.34,6.20,11.11,10.25,9.16,9.70,2.09,19.73,4.06,1.79,2.73,1.32,2.40,4.73,3.64,1.06,0.12,0.18,0.12,11.68,0.27,0.11,0.18,1.53,14.23,3.50,1.56,1.45,3.23,1.53,4.55,2.66,0.96,0.98,0.48,1.56,0.62,0.60,0.01,0.33,6.11,1.65,1.20,1.95,1.38,0.38,5.69,12.10,1.22,13.54,2.64,6.10,5.09,1.81,0.62,0.15,0.41,1.23,0.11,0.95,0.03,0.06,0.25,0.35,0.25,3.59,0.01,0.00,0.00,0.00,0.00,0.00,0.09,0.00,3.48,0.00,0.00
20191108 Building Resilence.docx,1,22.36,76.82,47.85,37.10,60.00,20.34,11.81,3.74,1.45,3.68,1.72,1.22,8.53,5.90,11.53,9.59,8.32,8.26,2.50,19.02,4.20,1.78,3.27,1.21,2.44,6.41,3.50,2.86,0.75,0.48,0.56,12.96,0.33,0.17,0.41,1.75,14.14,2.73,1.73,1.97,3.65,1.52,4.49,3.05,1.46,0.83,0.60,1.73,0.47,1.02,0.04,0.19,7.99,2.30,1.19,2.64,1.48,0.90,4.84,12.83,1.38,13.41,2.35,6.29,4.94,1.62,0.67,0.08,0.30,0.59,0.25,1.05,0.02,0.18,0.58,0.16,0.15,3.64,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,3.52,0.00,0.00
20191115 Not blaming others.docx,1,18.09,78.28,44.97,35.80,61.83,19.87,11.59,3.58,1.36,2.93,2.18,1.55,8.21,6.19,11.60,10.43,9.30,9.09,2.83,19.25,3.74,1.76,2.93,0.87,2.37,5.76,3.13,2.55,0.12,0.96,0.27,14.98,0.35,0.40,0.70,2.18,15.99,2.68,2.28,2.06,4.13,1.77,5.05,2.39,0.83,1.00,0.34,1.50,0.44,0.70,0.01,0.37,7.39,2.34,1.42,1.99,1.35,0.87,4.85,12.76,1.17,13.17,2.38,5.98,5.12,2.06,0.44,0.07,0.98,0.50,0.11,0.79,0.00,0.05,0.12,0.40,0.21,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,4.09,0.00,0.00
20191231 New year's eve dhamma talk.docx,1,29.63,76.38,62.79,92.75,60.07,18.86,10.25,3.52,1.63,2.82,1.17,1.11,8.58,6.93,12.39,9.25,8.06,9.89,1.69,18.10,4.16,1.63,3.14,1.48,2.21,6.88,5.55,1.33,0.19,0.16,0.28,11.22,0.08,0.06,0.11,1.20,11.30,2.23,1.78,1.37,2.50,1.69,3.27,2.76,1.19,0.90,0.53,1.55,0.56,0.78,0.02,0.19,7.59,2.51,1.21,2.11,1.68,0.72,5.20,11.82,1.12,16.47,2.26,8.21,6.22,1.33,1.09,0.70,0.52,1.09,0.65,0.82,0.01,0.10,0.30,0.31,0.12,3.69,0.00,0.08,0.00,0.00,0.00,0.00,0.08,0.00,3.52,0.00,0.00
20200131 Dealing with anxiety.docx,1,17.99,68.55,65.50,30.75,59.39,18.47,10.65,4.14,1.37,3.13,1.09,0.93,7.77,5.95,10.76,10.77,9.70,8.99,2.54,21.03,4.95,1.50,2.76,1.91,2.54,5.55,2.92,2.63,1.38,0.25,0.22,10.78,0.16,0.07,0.50,0.81,12.36,2.04,1.73,1.69,3.29,1.60,3.75,2.92,1.29,1.19,0.37,1.63,0.56,0.69,0.01,0.32,6.30,1.87,0.68,1.95,1.53,0.75,5.63,13.03,1.82,16.24,3.35,7.08,6.16,1.10,0.65,0.32,0.12,0.57,0.35,1.72,0.01,0.32,0.62,0.46,0.32,4.38,0.00,0.04,0.01,0.00,0.00,0.00,0.12,0.00,4.20,0.00,0.00
20200214 Ownership and anger.docx,1,10.64,73.62,48.54,59.93,61.90,22.00,13.39,5.03,0.88,4.04,2.36,1.07,8.60,5.41,10.16,10.93,8.87,9.37,2.80,20.45,3.97,1.59,2.96,1.22,2.36,5.53,3.64,1.84,0.13,0.67,0.32,13.37,0.31,0.11,0.50,2.33,12.17,2.25,1.62,1.31,2.89,1.32,4.14,3.00,1.09,1.28,0.58,2.47,1.16,1.06,0.06,0.25,5.62,1.57,0.78,1.67,1.49,0.40,6.39,12.38,0.96,13.03,2.49,5.53,5.20,1.19,1.22,0.24,0.38,1.46,0.31,1.20,0.01,0.09,0.35,0.54,0.20,4.48,0.02,0.00,0.01,0.00,0.00,0.00,0.10,0.00,4.30,0.00,0.04
20200221 Meaning of life.docx,1,18.88,76.93,66.95,65.21,61.61,20.88,11.65,4.20,0.98,4.39,1.28,0.80,9.21,5.95,11.77,10.53,8.63,9.02,1.96,20.15,4.23,1.78,3.25,1.08,2.36,4.95,3.45,1.37,0.32,0.22,0.25,12.58,0.31,0.16,0.30,1.26,16.00,4.26,2.42,1.33,3.07,2.16,4.40,2.34,0.92,0.95,0.39,1.72,0.60,0.93,0.00,0.17,6.27,2.03,0.91,1.74,1.67,0.26,5.38,13.05,1.25,13.39,1.74,6.47,5.26,1.76,0.79,0.16,0.24,0.92,0.09,1.10,0.02,0.10,0.37,0.44,0.16,3.98,0.02,0.00,0.00,0.00,0.00,0.00,0.11,0.00,3.83,0.00,0.01
20200306 Zero ego.docx,1,22.19,72.25,60.69,84.45,59.39,20.27,12.65,5.51,0.75,3.85,1.58,0.97,7.56,5.55,11.73,10.06,7.72,8.66,2.24,19.40,4.05,1.73,2.60,1.69,2.66,5.82,4.56,1.24,0.08,0.44,0.06,12.91,0.16,0.14,0.74,1.24,13.05,2.78,1.75,1.24,3.61,1.39,3.80,3.13,1.24,1.44,0.37,1.09,0.32,0.43,0.01,0.26,7.27,1.41,1.37,3.03,1.61,0.27,5.23,13.27,1.18,13.35,2.26,6.53,5.15,1.95,0.63,0.21,0.64,1.31,0.09,1.47,0.05,0.19,0.47,0.61,0.18,4.43,0.12,0.00,0.02,0.00,0.00,0.00,0.14,0.00,4.14,0.00,0.01
20200313 Peace in turmoil.docx,1,20.79,80.12,49.56,64.86,60.60,20.54,10.95,3.32,1.31,3.37,1.18,1.78,9.56,5.94,11.61,10.84,8.01,8.28,2.22,19.73,4.28,2.02,3.69,1.18,2.47,5.91,3.97,1.90,0.27,0.52,0.20,13.36,0.19,0.32,0.21,1.30,14.21,3.37,1.79,1.51,3.13,2.08,4.02,2.50,1.01,1.00,0.36,1.95,0.45,0.90,0.03,0.45,7.23,2.40,0.96,2.31,1.32,0.66,5.21,12.90,0.99,12.92,2.00,6.29,4.82,1.59,0.64,0.11,0.43,1.05,0.23,1.23,0.02,0.15,0.43,0.43,0.22,3.78,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,3.66,0.00,0.02
20200403 Growing from difficulties.docx,1,35.33,74.14,56.57,48.73,60.45,17.05,9.38,2.75,0.99,2.54,1.69,1.40,7.60,7.27,13.13,9.70,8.92,8.99,1.96,18.34,4.50,2.28,2.72,1.08,2.89,5.18,3.17,1.93,0.28,0.33,0.17,11.16,0.13,0.13,0.32,1.50,12.70,2.82,1.61,1.21,3.36,1.53,3.47,2.81,0.82,1.29,0.47,2.18,0.58,1.44,0.01,0.17,6.21,1.56,1.17,2.39,1.11,0.63,5.28,11.10,1.32,15.85,2.71,7.38,5.92,1.78,0.85,0.17,0.32,0.75,0.58,0.99,0.03,0.11,0.15,0.57,0.14,3.47,0.04,0.01,0.04,0.00,0.00,0.00,0.11,0.00,3.25,0.00,0.01
20200410 Happy to be home.docx,1,28.06,78.53,57.69,79.60,59.21,18.23,10.74,3.19,0.75,4.01,1.51,1.27,7.39,6.63,11.74,9.67,8.33,9.02,2.19,19.13,4.51,1.82,2.61,1.36,2.89,5.52,4.22,1.26,0.13,0.23,0.22,12.61,0.40,0.17,0.44,1.51,13.22,2.72,1.52,1.50,3.09,2.01,4.04,3.48,1.94,1.05,0.35,2.02,0.47,0.97,0.01,0.41,5.65,1.80,0.76,1.50,1.42,0.44,4.56,13.41,0.72,15.23,2.25,7.37,5.98,1.25,1.10,1.16,0.47,1.25,0.24,1.20,0.05,0.07,0.43,0.45,0.19,3.85,0.01,0.00,0.00,0.00,0.00,0.00,0.11,0.00,3.73,0.00,0.00
20200417 The happiest years of your life.docx,1,23.18,77.51,45.64,80.08,61.66,18.99,11.62,3.32,1.18,3.08,2.78,1.26,7.35,5.80,12.88,9.98,8.58,9.86,2.47,18.61,4.17,1.74,2.81,1.45,2.64,6.26,4.57,1.58,0.20,0.23,0.23,13.18,0.75,0.20,1.26,2.28,12.67,2.44,1.60,1.42,3.40,1.41,4.06,3.01,1.83,0.73,0.36,1.52,0.40,0.95,0.00,0.11,6.51,2.10,0.83,1.85,1.50,0.61,5.49,11.67,0.89,14.73,2.14,6.66,6.10,1.36,0.50,0.49,0.25,0.65,0.73,0.66,0.03,0.03,0.12,0.29,0.18,3.62,0.04,0.00,0.00,0.00,0.00,0.00,0.17,0.00,3.41,0.00,0.00
20200424 Importance of giving.docx,1,19.80,81.82,45.95,47.83,61.35,19.98,11.79,3.71,1.58,2.87,2.19,1.43,8.16,6.17,11.38,10.13,8.22,9.77,2.30,19.06,4.16,2.02,3.00,1.20,2.41,6.48,3.81,2.62,0.20,0.99,0.32,14.88,0.52,0.26,0.62,2.29,14.08,2.98,1.94,1.93,3.76,1.41,4.20,2.31,0.85,0.92,0.35,1.85,0.47,1.02,0.01,0.29,7.36,3.00,0.99,1.98,1.41,0.60,5.34,12.30,0.95,13.62,2.05,5.87,5.93,1.43,0.38,0.28,0.46,0.80,0.22,0.86,0.04,0.13,0.25,0.36,0.12,3.81,0.02,0.00,0.02,0.00,0.00,0.00,0.19,0.00,3.57,0.00,0.01
20200508 The nature of your mind.docx,1,21.29,72.11,54.01,59.22,60.63,18.60,10.78,3.51,0.76,3.51,1.79,1.20,7.78,6.50,11.32,10.90,8.94,9.05,2.43,19.51,4.09,1.73,2.98,1.92,2.63,4.63,3.17,1.41,0.16,0.34,0.23,11.65,0.38,0.11,0.67,1.66,13.04,2.71,1.62,1.23,3.31,1.57,4.08,3.86,1.81,1.00,0.63,2.56,1.30,1.06,0.00,0.17,5.47,1.50,0.96,1.89,1.17,0.41,5.00,12.81,1.09,14.32,2.09,6.75,5.68,1.00,0.88,0.28,0.07,1.04,0.33,0.84,0.04,0.15,0.17,0.34,0.13,4.47,0.02,0.03,0.03,0.00,0.00,0.00,0.23,0.00,4.12,0.00,0.04
20200515 Importance of having fun and joy.docx,1,16.11,78.48,54.79,58.09,61.45,21.25,11.91,3.99,1.03,4.38,1.21,1.31,9.31,5.48,11.58,10.40,8.56,9.30,2.37,19.97,4.20,1.46,2.94,1.44,2.44,7.40,4.55,2.84,0.82,0.45,0.32,13.20,0.09,0.21,0.77,0.59,15.28,3.12,2.50,1.76,3.69,1.78,4.37,2.81,1.11,1.13,0.45,1.76,0.52,1.00,0.02,0.13,6.11,1.77,1.01,1.99,1.07,0.88,5.20,13.12,1.00,13.20,1.96,5.69,5.71,1.21,0.83,0.21,0.21,1.18,0.21,1.05,0.00,0.02,0.23,0.57,0.21,4.26,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,4.21,0.00,0.00
20200529 How to prioritise.docx,1,21.64,80.06,51.59,86.70,62.03,20.62,11.60,3.86,1.08,3.91,1.55,1.21,9.00,6.56,12.29,10.88,8.50,8.73,2.05,19.82,3.97,2.34,3.69,1.28,3.00,5.66,4.58,1.05,0.20,0.14,0.23,13.01,0.23,0.14,0.66,1.18,14.57,3.36,2.13,1.87,4.11,1.58,3.62,2.00,0.47,1.02,0.42,1.35,0.52,0.55,0.01,0.23,7.77,2.01,1.97,2.58,1.46,0.44,4.62,13.23,1.02,13.82,2.00,6.22,5.73,2.56,1.29,0.16,0.18,1.04,0.08,0.66,0.02,0.08,0.18,0.28,0.09,4.20,0.00,0.00,0.02,0.00,0.00,0.00,0.06,0.00,4.11,0.00,0.01
20200605 How do we deal with deeper suffering.docx,1,23.08,72.01,52.55,43.69,60.34,19.83,11.48,4.23,0.82,3.95,1.30,1.19,8.30,6.50,11.45,10.29,8.02,8.70,2.37,19.79,4.37,1.90,3.10,1.33,2.41,6.19,3.55,2.57,0.37,0.36,0.55,11.37,0.33,0.04,0.39,1.33,12.89,2.71,1.97,1.53,3.33,1.35,3.68,3.42,0.86,1.12,1.21,3.23,1.18,1.59,0.00,0.43,6.36,1.37,1.17,1.87,1.73,0.62,5.45,12.63,1.22,13.58,2.48,5.91,5.37,1.20,0.97,0.20,0.26,1.11,0.23,1.00,0.02,0.11,0.28,0.44,0.18,4.00,0.04,0.00,0.00,0.00,0.00,0.00,0.23,0.00,3.73,0.00,0.01
20200619 Investing in inner qualities .docx,1,18.78,77.58,51.62,80.64,60.89,20.05,11.65,4.12,1.13,3.52,1.77,1.10,8.36,6.35,11.05,10.34,8.89,9.10,2.38,20.44,4.14,1.74,2.95,1.41,2.46,5.36,4.15,1.12,0.24,0.15,0.16,13.37,0.43,0.19,0.67,1.63,13.12,2.17,1.79,1.35,3.76,1.72,3.93,2.82,1.04,1.45,0.31,1.65,0.44,0.45,0.01,0.69,6.85,2.09,1.11,1.92,1.87,0.39,5.57,13.30,0.89,14.14,2.41,6.18,5.82,1.35,0.79,0.23,0.86,1.07,0.10,1.28,0.01,0.04,0.31,0.71,0.20,4.57,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,4.50,0.00,0.00
20200703 You're good enough.docx,1,19.53,82.29,47.61,68.48,60.46,20.08,12.03,3.58,0.98,4.39,1.99,1.10,8.02,5.65,11.61,10.50,9.18,7.93,2.54,19.93,3.80,1.64,2.76,1.11,2.60,6.62,4.43,2.16,0.40,0.31,0.27,14.26,0.41,0.20,0.63,1.94,14.50,3.19,1.92,1.82,3.18,1.72,4.23,2.41,0.75,1.01,0.53,2.06,0.62,0.80,0.02,0.35,7.14,1.94,1.23,1.75,1.83,0.81,4.71,13.83,1.23,13.44,2.28,5.81,5.37,1.35,0.77,0.22,0.38,0.81,0.32,1.43,0.02,0.16,0.63,0.32,0.32,18.62,7.92,5.75,0.00,0.00,0.91,0.03,0.00,0.00,4.02,0.00,0.00
20200704 Guided meditation.docx,1,22.44,74.23,68.09,75.46,60.23,19.12,10.74,3.59,1.13,4.71,0.25,1.06,8.30,5.94,12.04,10.10,8.36,9.72,2.22,19.70,4.40,2.14,2.87,1.31,2.48,6.45,4.54,1.86,0.26,0.18,0.23,10.38,0.07,0.12,0.14,0.32,14.45,3.80,2.22,1.86,3.37,1.27,3.89,3.64,1.05,0.77,1.66,3.00,1.64,1.24,0.01,0.17,6.05,1.68,0.84,1.84,1.41,0.55,3.13,14.89,1.31,14.66,2.39,6.90,5.69,1.38,1.42,0.21,0.17,0.87,0.07,0.72,0.01,0.12,0.22,0.21,0.15,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,4.06,0.00,0.00
20200920 Albany dhamma talk and meditation.docx,1,18.49,85.60,48.02,65.93,59.75,20.19,12.30,3.40,0.90,4.70,1.87,1.43,7.87,5.89,11.09,10.40,8.43,9.32,2.14,20.35,4.69,2.10,2.82,1.48,2.87,5.89,3.99,1.87,0.18,0.30,0.35,14.25,0.52,0.15,1.17,1.31,13.59,3.05,2.09,1.67,3.46,1.45,3.64,3.35,1.01,1.68,0.55,2.36,0.88,1.06,0.00,0.29,6.45,1.90,0.90,1.84,1.76,0.57,5.58,13.05,1.15,14.15,2.17,6.14,6.11,1.09,0.97,0.47,0.61,0.74,0.34,1.33,0.04,0.01,0.59,0.54,0.13,4.48,0.02,0.00,0.00,0.00,0.00,0.00,0.04,0.00,4.41,0.00,0.00
20201009 Having a good relationship with life.docx,1,16.05,79.41,56.92,46.92,60.05,21.60,13.59,4.96,0.89,5.06,1.51,1.18,7.98,5.18,11.01,10.31,8.14,8.58,2.38,20.30,4.53,1.56,3.01,1.22,2.96,6.29,3.69,2.54,0.47,0.42,0.35,13.78,0.36,0.21,0.34,1.65,13.95,2.83,1.65,1.47,3.73,2.03,4.15,3.14,1.17,1.26,0.47,2.47,0.63,1.48,0.01,0.28,7.17,1.85,1.08,2.02,2.15,0.64,4.91,14.30,1.24,13.08,2.21,5.59,5.44,1.73,0.78,0.20,0.62,0.95,0.15,1.47,0.03,0.06,0.46,0.69,0.21,4.49,0.03,0.00,0.00,0.00,0.00,0.00,0.09,0.00,4.37,0.00,0.00
20201030 Why meditate.docx,1,20.15,77.07,45.75,74.41,60.76,20.40,11.53,3.44,0.62,3.99,2.44,1.04,8.86,6.17,11.09,10.46,7.91,9.03,2.12,20.81,3.95,2.02,3.44,1.53,2.15,5.60,4.09,1.48,0.27,0.19,0.27,12.71,0.22,0.11,0.37,2.35,15.49,3.95,2.02,2.02,3.56,1.62,4.35,3.12,1.02,1.17,0.73,2.10,0.72,0.93,0.02,0.46,5.81,1.19,0.98,2.16,1.46,0.42,6.26,12.12,1.24,13.10,2.06,6.26,4.94,1.55,1.64,0.57,0.35,1.20,0.40,0.88,0.00,0.06,0.16,0.51,0.17,3.70,0.04,0.00,0.00,0.00,0.00,0.00,0.05,0.00,3.61,0.00,0.00
20201106 Uncertainty.docx,1,23.25,80.49,38.32,46.19,60.07,19.32,10.78,2.77,1.33,3.16,2.79,0.73,8.52,5.73,12.03,10.22,7.60,9.25,2.55,21.15,3.35,1.52,3.51,1.15,2.37,5.64,3.34,2.23,1.25,0.27,0.23,13.24,0.34,0.18,0.50,2.88,14.65,2.78,2.12,1.28,3.70,2.28,3.81,2.70,1.01,1.24,0.32,1.89,0.23,1.29,0.01,0.32,6.21,1.89,1.42,1.77,1.26,0.48,6.59,12.42,2.38,13.93,2.87,5.96,5.28,1.29,0.65,0.38,0.75,0.70,0.37,1.01,0.00,0.05,0.34,0.43,0.18,4.00,0.09,0.00,0.00,0.00,0.00,0.00,0.08,0.00,3.84,0.00,0.00
